Word,Count
homogeneous,6
condemning,6
organization,6
tastes,6
contempt,6
functioning,6
inherent,6
contributes,6
positively,6
kidding,6
lights,6
specifically,6
ilnesses,6
clean,6
stirs,6
extort,6
dont,6
bothering,6
remains,6
belonging,6
professions,6
barred,6
separated,6
racially,6
exact,6
jeopardizing,6
wing,6
bullying,6
vital,6
behavioral,6
bullied,6
bigotry,6
disempowerment,6
engaged,6
experiencing,6
abiding,6
prostitutes,6
balancing,6
unites,6
pew,6
center,6
mothers,6
punishments,6
censured,6
platform,6
dead,6
cow,6
medieval,6
art,6
execute,6
complicated,6
intricate,6
defendants,6
disturb,6
handle,6
nationalities,6
phenomenon,6
immature,6
discussion,6
infecting,6
strictures,6
sensitive,6
connect,6
questioning,6
overcome,6
procreate,6
jewry,6
perpetuating,6
exploited,6
countless,6
note,6
brain,6
welcomes,6
targets,6
devoted,6
suitable,6
foster,6
praise,6
cheap,6
brutality,6
detrimental,6
brave,6
philosophy,6
infiltrated,6
producers,6
accusing,6
obsessed,6
improving,6
aggravated,6
spikes,6
model,6
mexico,6
equity,6
citizenship,6
liberty,6
propensity,6
intrinsically,6
despise,6
abusing,6
unproductive,6
gall,6
physiology,6
near,6
unfit,6
scientifically,6
listening,6
favor,6
disproven,6
failing,6
violate,6
sooner,6
stands,6
roaming,6
employ,6
contaminating,6
subverting,6
repulsive,6
consideration,6
solidarity,6
founding,6
limit,6
correspond,6
stifle,6
complained,6
coward,6
drive,6
decent,6
untrue,6
becomes,6
rough,5
driven,5
hidden,5
grown,5
crossing,5
offered,5
sole,5
councils,5
paint,5
bullshit,5
blog,5
drowning,5
routinely,5
beating,5
caught,5
contrary,5
shelters,5
thrive,5
require,5
factor,5
dresses,5
annoyed,5
randomly,5
erased,5
interact,5
reproduce,5
paedophilia,5
advocating,5
horrific,5
taliban,5
convince,5
tolerated,5
dismiss,5
migrating,5
explained,5
exposing,5
targeting,5
context,5
billion,5
laugh,5
ruled,5
gave,5
literature,5
primary,5
somebody,5
partners,5
online,5
informed,5
weaker,5
massive,5
populations,5
gap,5
football,5
london,5
savage,5
pillaged,5
bearing,5
deprived,5
loves,5
burqa,5
pressure,5
burnt,5
skip,5
application,5
message,5
fuel,5
solely,5
night,5
stabbings,5
raped,5
relevant,5
scale,5
foot,5
distinction,5
comments,5
associated,5
accessible,5
later,5
grasp,5
exploiting,5
consent,5
intended,5
boys,5
threatening,5
zionists,5
discredit,5
wealthy,5
results,5
thus,5
mercy,5
zionist,5
likes,5
gonna,5
piece,5
slept,5
focusing,5
guarantee,5
misguided,5
deviancy,5
importance,5
organisations,5
maintain,5
obstacle,5
thread,5
concerning,5
students,5
increasingly,5
cant,5
researchers,5
convenient,5
organisation,5
section,5
insult,5
blocking,5
track,5
conduct,5
hypocrites,5
eliminated,5
inspiration,5
desires,5
entirely,5
ran,5
scapegoat,5
usage,5
unnatural,5
greer,5
adopted,5
cosmopolitan,5
dynamics,5
operating,5
conquest,5
twice,5
despisable,5
predjudice,5
continues,5
professional,5
wishful,5
elites,5
trash,5
poison,5
amazing,5
exit,5
runs,5
periods,5
expelled,5
extraordinary,5
content,5
detestable,5
portrayals,5
protecting,5
victimization,5
assertion,5
rapes,5
intentionally,5
focused,5
absolute,5
lawyers,5
inciting,5
punish,5
tackle,5
festivals,5
regime,5
monsters,5
condoning,5
sports,5
died,5
reputable,5
aspects,5
employed,5
activities,5
unlucky,5
hierarchies,5
academia,5
mock,5
mistaken,5
invented,5
restrictions,5
relation,5
subjects,5
addressed,5
grave,5
rapist,5
likened,5
seduce,5
hijacked,5
burdens,5
subversive,5
slow,5
albert,5
wishes,5
obliged,5
whereas,5
donors,5
allows,5
concerns,5
thoughtful,5
justification,5
expertise,5
ethnically,5
moaning,5
badge,5
murdered,5
membership,5
cohesion,5
considerate,5
autonomy,5
