Word,Count
adapt,26
allow,26
abused,26
restent,26
ou,26
bunch,25
mostly,25
needs,25
ground,25
constant,25
community,25
offending,25
pay,25
attention,25
offend,25
protected,24
based,24
elements,24
churches,24
word,24
shall,24
envy,24
raise,24
shops,24
serve,24
homosexuals,24
held,24
responsible,24
protects,24
liberalist,24
immoral,24
costums,24
abuse,24
following,24
au,24
facciamo,24
hanno,24
stato,24
bomba,24
arrivare,24
excuse,23
true,23
addition,23
today,23
england,23
racism,23
spreading,23
oppose,23
celebrate,23
certainly,23
così,23
passare,23
defending,22
strange,22
jihad,22
establish,22
doctrine,22
tolerant,22
change,22
happened,22
drink,22
new,22
arrived,22
filles,22
volent,22
uno,22
bombe,22
atto,22
recent,21
accused,21
speak,21
nasty,21
access,21
health,21
service,21
stopped,21
eat,21
forgot,21
recited,21
veulent,21
aria,21
convertirci,21
altro,21
vorrei,21
repatriate,20
purpose,20
allah,20
comment,20
relation,20
election,20
office,20
science,20
old,20
root,20
profess,20
useless,20
appeasement,20
obviously,20
point,20
listening,20
listen,20
evidently,20
influenced,20
accompanying,20
video,20
footage,20
friday,20
prayers,20
lots,20
prevent,20
pass,20
potential,20
terroristic,20
french,20
devons,20
faut,20
essere,20
pure,20
adattare,20
adeguarsi,20
civiltà,20
invece,20
provare,20
gente,20
accenderanno,20
fatti,20
terribili,20
invasione,20
testimoni,20
immigrazione,20
riversando,20
picchiare,20
still,19
worship,19
enter,19
happens,19
truly,19
towards,19
free,19
racist,19
wars,19
named,19
london,19
nobody,19
freedom,19
faire,19
croire,19
pays,19
pacifica,19
professa,19
proclama,19
diffonde,19
alimenta,19
segue,19
fa,19
siete,19
imporre,19
sostituendo,19
fanatici,19
estremisti,19
beat,19
two,18
yesterday,18
crimes,18
certain,18
bad,18
moslems,18
mastered,18
corrupt,18
art,18
blaming,18
corrupted,18
skill,18
accusing,18
doctrines,18
expound,18
permit,18
reality,18
worst,18
says,18
priests,18
cities,18
statue,18
quite,18
betraying,18
curious,18
pork,18
rapist,18
extradite,18
accepting,18
groups,18
instructed,18
human,18
germans,18
happy,18
praise,18
join,18
sisterhood,18
gens,18
ils,18
peuvent,18
prisonnières,18
ancora,18
resterà,18
quella,18
maiali,18
carne,18
preferirei,18
marziani,18
piuttosto,18
guerra,18
court,17
care,17
immediately,17
gang,17
encourages,17
contaminating,17
person,17
man,17
genocide,17
obvious,17
parents,17
fgm,17
male,17
steal,17
cockroaches,17
bloody,17
flaming,17
burnt,17
pray,17
celebrating,17
epidemic,17
counteraction,17
epidemy,17
situation,17
number,17
considers,17
handle,17
que,17
doit,17
assurdo,17
sbarcare,17
inconcepibile,17
pensare,17
esista,17
gran,17
numero,17
impossibile,17
concepire,17
antiprogressista,17
absurd,17
disembark,17
mass,17
sanno,17
intenzione,17
politicians,16
bbc,16
ignore,16
peace,16
end,16
dominate,16
send,16
teaches,16
racial,16
characterised,16
fighting,16
ban,16
repressive,16
oppresses,16
destroyed,16
silence,16
whites,16
flag,16
manger,16
convivere,16
insieme,16
impone,16
credenti,16
possibile,16
tollerare,16
assieme,16
blows,16
chiunque,16
professi,16
estremista,16
obbligare,16
published,15
wrote,15
current,15
probably,15
prohibited,15
breed,15
tolerance,15
wake,15
challenges,15
destroy,15
city,15
full,15
labour,15
antisemitism,15
try,15
break,15
bread,15
catching,15
china,15
bride,15
practice,15
look,15
invaders,15
harmed,15
frequently,15
media,15
france,15
changent,15
accogliere,15
maggioranza,15
negare,15
certo,15
società,15
rappresenta,15
maggior,15
immigranti,15
confessione,15
smentire,15
farà,15
rappresenterà,15
aspetti,15
culturali,15
arrichimento,15
quasi,15
violenta,15
sicuramente,15
veramente,15
ritenete,15
fonte,15
istruzione,15
possa,15
ben,15
deny,15
glad,15
cous,15
corso,15
rimpiazzamento,15
popolazione,15
perquotere,15
prendono,15
dovrebbero,15
dove,15
proseguire,15
burqua,15
ed,15
violenti,15
replacing,15
despite,14
traitors,14
days,14
victims,14
last,14
moon,14
pretends,14
consider,14
elite,14
already,14
within,14
wakes,14
consigned,14
whatever,14
defeated,14
seen,14
fed,14
nonsense,14
corrupts,14
schools,14
fought,14
offended,14
rights,14
intégrer,14
quitter,14
renferment,14
discriminées,14
permis,14
discriminer,14
silent,14
discriminated,14
morire,14
fanatics,14
action,13
nation,13
staining,13
shows,13
constantly,13
find,13
continue,13
becoming,13
christians,13
tomorrow,13
déteste,13
hates,13
profitent,13
utilisent,13
exploitent,13
benefit,13
facciano,13
ora,13
faranno,13
school,12
produces,12
import,12
publicly,12
abu,12
dawud,12
control,12
describe,12
trouble,12
includes,12
scriptures,12
envious,12
territories,12
possession,12
seems,12
promote,12
unemployable,12
statistics,12
lazy,12
jobless,12
choose,12
example,12
marry,12
kids,12
repatriated,12
big,12
presence,12
homeland,12
historical,12
terrorize,12
realist,12
capital,12
protect,12
empêchent,12
convertir,12
ce,12
islamophobia,12
migrants,12
paix,12
quando,12
spero,12
ecco,12
avremo,12
farci,12
mangiare,12
dominare,12
causa,12
covering,11
reported,11
favour,11
ignorant,11
advantage,11
help,11
totalitarian,11
dressed,11
disguised,11
across,11
diffuse,11
camouflaged,11
extremist,11
privileges,11
religious,11
benefits,11
annoy,11
allows,11
celebrated,11
securely,11
invaded,11
laissent,11
forcent,11
jeûner,11
lieux,11
travail,11
grâce,11
chiudere,11
wherever,10
prison,10
left,10
horrible,10
assaults,10
right,10
murderous,10
allegiance,10
loyal,10
allied,10
love,10
causes,10
sentence,10
irrational,10
along,10
face,10
came,10
straight,10
idelology,10
dont,10
written,10
teachings,10
source,10
demand,10
conform,10
respecting,10
host,10
nations,10
sexist,10
define,10
ghettos,10
radical,10
votes,10
contribution,10
chinese,10
year,10
celebration,10
leave,10
bet,10
case,10
everywhere,10
afraid,10
ramadam,10
enfants,10
soit,10
ont,10
inférieur,10
liberté,10
sur,10
brutta,10
infame,10
finirla,10
cadano,10
malvagia,10
giunta,10
scagliarci,10
smettetela,10
bombs,10
infamous,10
attenti,10
ricorsi,10
stavolta,10
siate,10
cauti,10
ripetersi,10
attenzione,10
ritorno,10
già,10
avvenuti,10
verranno,10
riaccesi,10
watch,10
maledetti,10
bastardi,10
chiusura,10
desiderano,10
serrare,10
damn,10
close,10
poi,10
avere,10
donna,10
killed,9
murderers,9
violations,9
crime,9
ago,9
counter,9
invented,9
conceived,9
creators,9
things,9
cruelest,9
lead,9
brutal,9
despair,9
creates,9
britons,9
fundamental,9
stain,9
cope,9
though,9
clerics,9
agitating,9
banish,9
incite,9
multicultural,9
demolishes,9
ruining,9
cancer,9
illness,9
prophet,9
converting,9
understanding,9
proud,9
arabia,9
converted,9
saddest,9
selfish,9
happily,9
tollerance,9
vous,9
contraire,9
contredit,9
contrary,9
trop,9
combattre,9
soyons,9
islamophobes,9
combattons,9
devraient,9
rentrer,9
alleviamo,9
allevare,9
darli,9
pasto,9
nutire,9
pigs,9
feed,9
cazzi,9
sarebbe,9
meglio,9
arrivassero,9
alieni,9
prefer,9
martians,9
fucking,9
passate,9
perché,9
passerete,9
arretrati,9
miei,9
figli,9
illudetevi,9
trovare,9
vigliacchi,9
vostri,9
cadaveri,9
estremo,9
esaltati,9
aspettatevi,9
imbattersi,9
uccidervi,9
sul,9
vostro,9
cadavere,9
peni,9
pensate,9
arriverete,9
troverete,9
codardi,9
fronte,9
vi,9
stermineremo,9
delude,9
cowards,9
waiting,9
dead,9
body,9
ofsted,8
said,8
murdered,8
paris,8
shouting,8
books,8
europeans,8
persecute,8
favor,8
machete,8
openly,8
times,8
sunnan,8
sex,8
repeating,8
repatriation,8
compatible,8
native,8
contrast,8
jews,8
tacit,8
voice,8
stand,8
short,8
infecting,8
infects,8
convert,8
areas,8
refused,8
clients,8
offends,8
shown,8
walk,8
counteracted,8
communities,8
engaging,8
discussions,8
indeed,8
rather,8
conferences,8
questions,8
targeting,8
schoolgirls,8
teeside,8
visit,8
please,8
standards,8
supported,8
peut,8
confiance,8
dignes,8
devriez,8
islamiques,8
imposent,8
règles,8
monde,8
appartient,8
medieval,8
toutes,8
mères,8
mothers,8
minent,8
par,8
juste,8
malheureuses,8
venire,8
crepa,8
muori,8
dovete,8
glielo,8
infidels,7
dare,7
masquerading,7
pagan,7
disguises,7
means,7
complete,7
bound,7
deception,7
ideas,7
lying,7
hatred,7
designated,7
fraud,7
conquest,7
create,7
sense,7
prejudice,7
unfamilarity,7
defined,7
involves,7
thet,7
lasting,7
matter,7
principle,7
differences,7
greatest,7
threat,7
civilisation,7
risks,7
eradicate,7
remove,7
language,7
cure,7
stopping,7
communicate,7
little,7
islamized,7
submits,7
whim,7
imposing,7
succumbs,7
caprice,7
londonistan,7
londoners,7
londinistan,7
enemy,7
warriors,7
long,7
putting,7
soldiers,7
justify,7
validates,7
sexually,7
violented,7
aggressor,7
gifts,7
lifts,7
social,7
area,7
offers,7
moved,7
beware,7
continues,7
increasing,7
sexualization,7
undermine,7
attach,7
approach,7
radicalisation,7
invalidate,7
rules,7
persists,7
weaken,7
danger,7
leurs,7
fin,7
integrate,7
mauvaises,7
pratique,7
bannir,7
secular,7
réagissant,7
attaque,7
encore,7
profeta,7
aprano,7
costruiscano,7
open,7
fine,7
sotto,7
produce,6
best,6
denounces,6
supports,6
discriminates,6
condemns,6
lawbreakers,6
similar,6
versions,6
engaged,6
actual,6
knows,6
core,6
involved,6
basis,6
parts,6
poll,6
survey,6
woman,6
yougov,6
westerners,6
found,6
critisizes,6
finally,6
bestial,6
brainwashed,6
lunatics,6
brainwashing,6
reproduce,6
indoctrinated,6
similarities,6
claim,6
gain,6
exploit,6
going,6
goals,6
settle,6
form,6
obtain,6
wonder,6
work,6
familiar,6
wont,6
hell,6
promise,6
grandchildren,6
relationships,6
born,6
swimming,6
baths,6
festival,6
impossible,6
guilty,6
exploitation,6
dirty,6
filthy,6
oxford,6
sexualize,6
innocent,6
perpetrated,6
fooled,6
powerless,6
scared,6
cheated,6
committing,6
protesting,6
protest,6
nazism,6
beginning,6
prendre,6
eating,6
force,6
vestimentaires,6
wearing,6
pourquoi,6
arriérés,6
musulman,6
mène,6
traînent,6
backward,6
quand,6
bouddhisme,6
comme,6
suo,6
soprattutto,6
schiattino,6
muoiano,6
morissero,6
wish,6
qualsiasi,6
baluardo,6
difesa,6
dopo,6
giungerà,6
bastion,6
atomic,6
mangino,6
maiale,6
impongono,6
costringerci,6
prima,6
sulle,6
troviamo,6
esplodere,6
finiremo,6
cut,5
crooks,5
target,5
concerns,5
killings,5
enslaved,5
murders,5
admit,5
move,5
texts,5
manifestations,5
imprison,5
supporters,5
literature,5
defenders,5
room,5
barbarism,5
liberty,5
multiculturalism,5
designed,5
appears,5
takes,5
justified,5
critisize,5
leads,5
conquers,5
legitimate,5
lost,5
mix,5
bradford,5
divided,5
class,5
whether,5
party,5
counts,5
upon,5
question,5
vote,5
mathematical,5
labourist,5
revolting,5
surgically,5
comparable,5
cured,5
alcholol,5
least,5
obligate,5
caused,5
around,5
yet,5
evident,5
call,5
consult,5
evidence,5
ignoring,5
hide,5
evidences,5
hundred,5
bands,5
newcastle,5
contaminated,5
happening,5
ramadan,5
likely,5
attacks,5
chrétiens,5
juifs,5
enfant,5
autorisés,5
fast,5
convertissent,5
either,5
moyen,5
retirer,5
parole,5
permettre,5
mal,5
parler,5
décourager,5
rendre,5
toute,5
viande,5
francaise,5
occupent,5
marchés,5
meat,5
voudrait,5
bientôt,5
petites,5
laisser,5
pensano,5
rubare,5
islamisti,5
passano,5
barba,5
mettono,5
ovunque,5
noia,5
inseriscono,5
luogo,5
sopporto,5
boring,5
mentono,5
speculano,5
guadagnare,5
lie,5
basta,5
ordinano,5
adattarci,5
facendo,5
beasts,5
nulla,5
assassini,5
stringere,5
rapporti,5
omicidi,5
spetta,5
mi,5
rifiuto,5
contatti,5
respingerli,5
accetta,5
nascosta,5
dal,5
uomo,5
merita,5
civile,5
permette,5
coprire,5
malmenare,5
marito,5
degna,5
abitare,5
evoluto,5
decidono,5
vita,5
celate,5
dietro,5
accettano,5
accepts,5
hidden,5
beaten,5
deserve,5
civilized,5
according,4
segregating,4
hight,4
ruling,4
boys,4
separeted,4
birningham,4
separating,4
information,4
high,4
type,4
throats,4
savage,4
cover,4
shouted,4
may,4
sacred,4
command,4
retarded,4
bastards,4
pollute,4
maniacs,4
psychopathic,4
motivation,4
stupid,4
disturbed,4
contaminate,4
permitted,4
courage,4
woe,4
enslaving,4
murdering,4
subjugations,4
traits,4
driven,4
talk,4
shut,4
expose,4
condemning,4
attracted,4
parties,4
actually,4
hijab,4
proscribed,4
intercourse,4
sunann,4
animal,4
claims,4
members,4
belonging,4
repeat,4
thing,4
mosque,4
faith,4
building,4
buildings,4
reason,4
becames,4
shadow,4
former,4
self,4
asked,4
reserved,4
terror,4
betray,4
paedos,4
britan,4
deos,4
supporting,4
totally,4
surrendered,4
jail,4
commits,4
arrested,4
concerned,4
diffusion,4
difficult,4
jihadi,4
joined,4
camp,4
envahi,4
conquièrent,4
educare,4
permettiamo,4
professano,4
soprusi,4
oppressioni,4
educate,4
bugiardi,4
sfruttano,4
dire,4
menzogne,4
tentare,4
sta,4
progetto,4
scopo,4
difendere,4
escono,4
costringono,4
islamiche,4
stuprano,4
mostri,4
giustifica,4
covi,4
rifiutiamo,4
diventano,4
raduno,4
lairs,4
maschi,4
males,4
troglodytes,4
incredible,3
polygamy,3
myth,3
alternative,3
truth,3
thinked,3
group,3
confirm,3
thrid,3
third,3
large,3
view,3
less,3
favourably,3
deeming,3
worse,3
surveys,3
indicate,3
westeners,3
unsuitable,3
stable,3
piss,3
street,3
married,3
empêcher,3
interdite,3
bénéfique,3
banni,3
représentent,3
nuisibles,3
represent,3
maometto,3
aisha,3
ha,3
lapidano,3
concesso,3
lanciare,3
pietre,3
insegna,3
uccise,3
lapidazione,3
particolare,3
stone,3
especially,3
chiuse,3
convertire,3
può,3
mondo,3
adesso,3
comandano,3
adeguiamo,3
alimentazione,3
costringendoci,3
io,3
possano,3
ritengo,3
alimento,3
mogli,3
ritroviamo,3
circondati,3
opposes,2
needed,2
system,2
give,2
space,2
creativity,2
controls,2
express,2
subjugation,2
job,2
skills,2
goal,2
state,2
visited,2
happen,2
demanded,2
separate,2
pool,2
went,2
section,2
thinking,2
occur,2
submission,2
forget,2
somalian,2
admitted,2
mohammed,2
gave,2
rot,2
crisis,2
va,2
différentes,2
faibles,2
imposer,2
vie,2
blond,2
aveva,2
frontiere,2
stessa,2
rischio,2
tentano,2
portarci,2
sostituzione,2
cristianesimo,2
ideologico,2
portato,2
supportato,2
dalla,2
posto,2
submit,2
ideological,2
project,2
pursued,2
stranieri,2
conquistare,2
prepararci,2
lanciando,2
tentando,2
soggiogare,2
tutto,2
compito,2
difenderci,2
uccidendoli,2
defend,2
blowing,2
pur,2
tengono,2
stare,2
uomini,2
segregano,2
giungono,2
trogloditi,2
picchiano,2
percuotono,2
italiane,2
indossino,2
trattano,2
fossero,2
uccidono,2
else,1
hijiab,1
persecution,1
employed,1
experience,1
chosen,1
defended,1
correctness,1
particular,1
refuge,1
enslavement,1
africal,1
africans,1
marriages,1
african,1
claimed,1
somalis,1
crazy,1
called,1
counteracting,1
burying,1
heads,1
bien,1
sûr,1
yeux,1
bleus,1
terracts,1
commis,1
pouvez,1
deviner,1
course,1
sposò,1
sposato,1
celebrò,1
matrimonio,1
era,1
muhammad,1
moderato,1
forma,1
moderata,1
islamismo,1
mai,1
moderate,1
vogliamo,1
allontanamento,1
dell,1
africanizzazione,1
tolleranza,1
spediti,1
chiudano,1
confini,1
scongiuri,1
conversione,1
tolleranti,1
intransigenza,1
rifiutarli,1
mandarli,1
nuovamente,1
europa,1
tenere,1
lontano,1
africani,1
rispettano,1
borders,1
removal,1
africanization,1
mentire,1
approffittarsi,1
qualunque,1
situazione,1
dicono,1
scelta,1
religiosa,1
affidabile,1
futuro,1
compaciare,1
tanti,1
conquisteranno,1
molteplici,1
impadroniranno,1
riusciranno,1
impossesarsi,1
essendo,1
attentano,1
tradizioni,1
ponga,1
appartengono,1
ragioni,1
ucciderli,1
nazionalità,1
infatti,1
foreigners,1
threaten,1
cultural,1
disposti,1
tentativo,1
lore,1
finiranno,1
order,1
beduini,1
sgozzano,1
dettami,1
rozze,1
comandamenti,1
bedouins,1
treat,1
throat,1
barbarian,1
