Word,Count
worst,17
rapists,17
physically,17
complaining,17
invaded,17
devastated,16
sick,16
nobody,16
supremacy,16
subvert,16
kids,16
sleeping,16
welfare,16
terrorists,16
speak,16
racist,16
whining,16
criminal,16
years,15
jew,15
animals,15
nazis,15
reason,15
bringing,15
poor,15
feminist,15
able,15
strangers,15
unhealthy,15
deport,15
towards,15
submissive,15
drug,15
anything,15
lazy,15
highest,15
impose,15
literally,15
ruin,15
moral,15
whites,14
mostly,14
due,14
paying,14
naturally,14
inherited,14
hurt,14
babies,14
abuse,14
compromises,14
patient,14
safety,14
movement,14
male,14
downies,14
says,14
accepted,14
likely,14
democracy,14
understand,14
thing,14
biggest,14
ashamed,14
fuck,13
thought,13
global,13
american,13
high,13
look,13
hard,13
nigga,13
entering,13
divisive,13
cope,13
schools,13
lower,13
religious,13
learn,13
murder,13
ever,13
filthy,13
police,13
needs,13
raping,13
means,13
blame,13
best,13
job,13
true,13
democratic,13
torture,13
talk,12
instead,12
got,12
caused,12
taken,12
group,12
enough,12
services,12
hinder,12
making,12
whole,12
cognitive,12
value,12
brainwash,12
happy,12
simply,12
girls,12
establish,12
tolerate,12
complete,12
raise,12
unable,12
obey,12
protect,12
stupid,12
superior,12
persons,12
change,11
flooding,11
give,11
killed,11
malevolence,11
illegally,11
spread,11
behavior,11
least,11
english,11
first,11
britain,11
terrorism,11
poisoning,11
ills,11
africa,11
lesbians,11
objects,11
compatible,11
asian,10
present,10
benefits,10
nonsense,10
two,10
incompetent,10
moaning,10
entire,10
told,10
lie,10
proof,10
behind,10
crisis,10
saying,10
migration,10
financial,10
seen,10
economy,10
finance,10
nomadic,10
risk,10
call,10
little,10
development,10
integrate,10
therefore,10
societal,10
encourage,10
healthier,10
rather,10
stopped,10
gangs,10
trouble,10
dominate,10
lgbti,10
sickness,10
willing,10
oppressing,10
beautiful,10
rise,10
ruled,10
hatred,10
promote,10
slaves,10
national,10
discouraged,10
worth,10
fit,10
choose,10
nations,9
climate,9
allegiance,9
america,9
main,9
female,9
misandrists,9
minorities,9
order,9
working,9
took,9
area,9
wall,9
fags,9
nation,9
asking,9
cultures,9
try,9
cheap,9
greedy,9
small,9
housing,9
council,9
obtain,9
ones,9
dirty,9
aids,9
legal,9
process,9
bible,9
pieces,9
jeopardizing,9
borders,9
share,9
corrupt,9
fact,9
fight,9
raised,9
system,9
negroes,9
asians,9
security,9
conquest,9
terrorist,9
act,9
essentially,9
united,9
bitches,9
attend,9
trans,9
transgenders,9
bullshit,8
leaps,8
handed,8
difference,8
cow,8
class,8
age,8
mandatory,8
published,8
words,8
abusing,8
anus,8
beggars,8
st,8
homelessness,8
uncontrolled,8
smeared,8
photo,8
homeless,8
tolerated,8
town,8
refuse,8
emotional,8
old,8
lot,8
tax,8
dogs,8
smart,8
asylum,8
family,8
thieves,8
spreads,8
shit,8
disapproval,8
fatty,8
talking,8
evil,8
girl,8
beliefs,8
media,8
crimes,8
tolerant,8
invaders,8
build,8
created,8
wish,8
help,8
safe,8
homosexual,8
destroying,8
lives,8
encourages,8
young,8
provide,8
wanted,8
assimilate,8
arabs,8
please,8
shut,8
useful,8
disabilities,8
offended,8
primary,8
lifestyle,8
treated,8
autistic,8
un,7
pollution,7
insisting,7
showing,7
supreme,7
mexican,7
indian,7
break,7
jewry,7
lessons,7
willingly,7
confusing,7
indoctrinating,7
preventing,7
developing,7
trust,7
hell,7
replaced,7
extort,7
reparations,7
impunity,7
operate,7
brought,7
left,7
ask,7
retarded,7
protocols,7
elders,7
zion,7
attacks,7
seekers,7
border,7
fornicate,7
conscience,7
mean,7
protected,7
workers,7
level,7
pouring,7
multiculturalism,7
societies,7
international,7
fear,7
enemy,7
today,7
jihad,7
common,7
abused,7
word,7
religions,7
root,7
set,7
suicide,7
victims,7
claim,7
drugs,7
return,7
transgender,7
slavery,7
considered,7
horrible,7
streets,7
menace,7
justice,7
peace,7
infidels,7
subservient,7
childlike,7
either,7
proven,7
commit,7
source,7
something,7
capable,7
apes,7
community,7
citizens,7
far,7
anyone,7
listen,7
crazy,7
agenda,7
improving,7
leave,7
americans,7
exist,7
caption,6
strip,6
wealth,6
loyal,6
complained,6
coward,6
sentence,6
day,6
idea,6
already,6
read,6
exploit,6
christ,6
plan,6
execute,6
complicated,6
intricate,6
iphone,6
eliminate,6
entitled,6
anal,6
hamper,6
eye,6
especially,6
disrespect,6
calling,6
major,6
saudi,6
book,6
allah,6
majority,6
continue,6
remove,6
news,6
marriage,6
heterosexual,6
minds,6
becoming,6
perversion,6
destruction,6
selfish,6
disgrace,6
opposed,6
sure,6
feeling,6
action,6
whores,6
responsibility,6
grow,6
vicious,6
secular,6
infiltrated,6
show,6
destructive,6
rational,6
bear,6
strong,6
seeing,6
truth,6
dead,6
subdue,6
century,6
fault,6
harmful,6
teach,6
conquer,6
handicapped,6
oppressed,6
holding,6
faith,6
forget,6
terror,6
face,6
domination,6
correct,6
addicted,6
throughout,6
sense,6
discriminated,6
conflict,5
wearing,5
gutful,5
vagina,5
powerful,5
civilization,5
london,5
zionist,5
extremists,5
ruling,5
brexit,5
sabotage,5
recently,5
paper,5
organisations,5
censor,5
cst,5
organ,5
enforced,5
motto,5
usury,5
sodomy,5
reply,5
botswana,5
decriminalising,5
ruined,5
keeping,5
movies,5
directors,5
censured,5
unwilling,5
procreate,5
lose,5
sucked,5
everywhere,5
tv,5
line,5
books,5
story,5
others,5
done,5
demand,5
reat,5
god,5
worship,5
enter,5
money,5
result,5
access,5
infiltrating,5
bleeding,5
half,5
prisoners,5
refugee,5
illness,5
busting,5
balls,5
case,5
downy,5
detrimental,5
given,5
productivity,5
within,5
reckless,5
discriminate,5
families,5
despite,5
excuse,5
local,5
christian,5
tolerance,5
truly,5
art,5
victim,5
blaming,5
deal,5
persecute,5
values,5
minority,5
according,5
turn,5
important,5
racial,5
proud,5
big,5
native,5
nazi,5
eu,5
corrupted,5
tool,5
offices,5
freedom,5
times,5
humanity,5
hold,5
attack,5
trusted,5
stranglehold,5
stoning,5
importing,5
position,5
teachings,5
serious,5
racism,5
brain,5
waste,5
matter,5
serve,5
nice,5
natural,5
persecuted,5
creating,5
giving,5
total,5
promoting,5
fighting,5
heard,5
zero,5
color,5
wrong,5
mainly,5
eradicate,5
disorder,5
pricks,5
involving,5
surrounded,5
cry,5
treat,5
things,5
inconvenient,5
lesbian,5
ill,5
states,5
liars,5
easily,5
meme,4
hiroshima,4
contrast,4
pictures,4
detroit,4
supremacist,4
causes,4
image,4
milking,4
built,4
completely,4
organised,4
uss,4
liberty,4
king,4
david,4
hotel,4
york,4
conspire,4
objectives,4
explain,4
birth,4
posing,4
member,4
fag,4
draw,4
tranny,4
demons,4
reading,4
drag,4
queen,4
liberal,4
hope,4
population,4
nhs,4
probably,4
walk,4
example,4
misanthropes,4
welthy,4
merchants,4
secretly,4
privileges,4
permission,4
strain,4
priority,4
father,4
mother,4
coincidence,4
tuberculosis,4
send,4
jails,4
isolate,4
similar,4
bullying,4
abilities,4
sooner,4
purity,4
role,4
intolerance,4
integration,4
habits,4
directly,4
shaming,4
fatties,4
teachers,4
causing,4
teaching,4
lead,4
convicted,4
actions,4
listening,4
pollute,4
offending,4
elite,4
afghanistan,4
footage,4
knows,4
core,4
remember,4
grooming,4
straight,4
islamists,4
obvious,4
parents,4
might,4
repressive,4
hole,4
ground,4
blow,4
evidence,4
crooks,4
mosques,4
insult,4
islamophobic,4
doctrine,4
shows,4
behave,4
conspiracy,4
groups,4
worthy,4
controlling,4
influence,4
move,4
places,4
silence,4
denies,4
tried,4
load,4
interpretation,4
low,4
health,4
pillage,4
kept,4
actually,4
husband,4
removed,4
supposed,4
mothers,4
niggers,4
seeking,4
establishment,4
foreigner,4
pretty,4
land,4
toxic,4
language,4
oppression,4
groomed,4
meant,4
okay,4
unpleasant,4
diversity,4
treatment,4
unemployment,4
hiding,4
progress,4
possible,4
fail,4
lived,4
meaning,4
telling,4
degenerate,4
long,4
adherents,4
individual,4
planet,4
objective,4
weapon,4
well,4
advantage,4
acting,4
hundreds,4
philosophy,4
prohibiting,4
healthy,4
acceptable,4
molesters,4
enemies,4
otherwise,4
defined,4
multicultural,4
myth,4
attacked,4
merely,4
unfit,4
lies,4
wanting,4
descended,4
moved,4
regime,4
civilized,4
queers,4
bodies,4
intelligent,4
kind,4
looking,4
receive,4
masters,4
worthless,4
interests,4
wife,4
step,4
politically,4
angry,4
manipulated,4
propaganda,4
zionism,3
instability,3
theories,3
diversions,3
ultimate,3
molest,3
whatever,3
obedient,3
kick,3
supporting,3
mass,3
issues,3
rescue,3
video,3
rules,3
hates,3
totally,3
iraq,3
solved,3
settle,3
sneak,3
euros,3
per,3
constitute,3
appears,3
trailer,3
practicing,3
clear,3
donating,3
females,3
unwanted,3
preserve,3
humans,3
pretechnological,3
mortal,3
necessary,3
perception,3
cultural,3
harm,3
domestic,3
invited,3
organizations,3
eventually,3
dog,3
irrational,3
thousand,3
celebrate,3
converting,3
praise,3
join,3
sisterhood,3
understanding,3
tomorrow,3
bet,3
versions,3
engaged,3
actual,3
whether,3
commanded,3
politicians,3
covering,3
traitors,3
idelology,3
perpetrated,3
afraid,3
marry,3
moslems,3
mastered,3
playing,3
persecutes,3
comment,3
relation,3
election,3
office,3
number,3
consult,3
raped,3
ignoring,3
epidemic,3
burn,3
solve,3
signs,3
gain,3
wake,3
vast,3
unemployed,3
demolishes,3
statue,3
import,3
infecting,3
using,3
found,3
suffering,3
mix,3
invented,3
gall,3
question,3
false,3
ethnic,3
blind,3
lack,3
went,3
runs,3
days,3
hand,3
perpetuates,3
harder,3
six,3
spend,3
building,3
view,3
hollywood,3
hypocrites,3
hear,3
hateful,3
history,3
respecting,3
stone,3
misery,3
fundamentalist,3
basis,3
exclusion,3
unintelligent,3
overrun,3
except,3
ideas,3
fathers,3
weaker,3
leads,3
dumb,3
couple,3
increasingly,3
situation,3
monsters,3
peculiar,3
whoever,3
issue,3
slow,3
wonder,3
huge,3
healthcare,3
embarrassment,3
unnatural,3
hoax,3
offensive,3
based,3
water,3
impossible,3
choice,3
mention,3
heal,3
witch,3
radical,3
wear,3
skirts,3
tastes,3
standard,3
solution,3
civil,3
extremist,3
fabric,3
obstacle,3
economic,3
raising,3
abandon,3
poverty,3
lynchings,3
sentences,3
stealing,3
hating,3
perpetrate,3
exterminate,3
bigger,3
believing,3
rejected,3
threaten,3
achieve,3
unfeminine,3
fertility,3
spoiled,3
restriction,3
actors,3
hated,3
among,3
consider,3
decide,3
teaches,3
hair,3
written,3
possibly,3
shame,3
selling,3
sign,3
seems,3
forcing,3
faiths,3
mind,3
decent,3
insane,3
certain,3
dark,3
complain,3
founding,3
obsessed,3
beyond,3
hidden,3
income,3
form,3
strange,3
behaviour,3
looks,3
surprised,3
abortion,3
top,3
destroyed,3
threatening,3
confined,3
plenty,3
subhumans,3
expelled,3
met,3
strict,3
existence,3
losing,3
encouraging,3
founded,3
skin,3
contempt,3
often,3
bitchy,3
cuntwits,3
hostile,3
murderers,3
neither,3
engage,3
prefer,3
delete,3
stuff,3
tough,3
thrown,3
critical,3
complex,3
devil,3
juxtaposed,2
lip,2
began,2
maintained,2
energy,2
cordon,2
areas,2
simultaneously,2
judges,2
fill,2
neighbourhoods,2
consisted,2
eating,2
pure,2
offers,2
miserable,2
pensions,2
workforce,2
foreign,2
tony,2
ngos,2
scandals,2
fair,2
misogynist,2
landlords,2
knowledge,2
undocumented,2
criminality,2
degradation,2
seek,2
somewhere,2
slums,2
cured,2
prevent,2
concentrate,2
egalitarianism,2
foster,2
ending,2
attention,2
extensive,2
undertaking,2
costly,2
simple,2
tensions,2
determins,2
laslty,2
philosophers,2
argue,2
comes,2
universal,2
obese,2
genuine,2
medical,2
concern,2
behaviors,2
polarized,2
bastards,2
genocide,2
rapist,2
easter,2
festival,2
repatriated,2
guilty,2
accompanying,2
friday,2
prayers,2
londonistan,2
yesterday,2
describe,2
favour,2
ignorant,2
cruelest,2
gifts,2
drink,2
lifts,2
dont,2
dreadful,2
started,2
invade,2
moon,2
masquerading,2
wont,2
germans,2
unemployable,2
bombings,2
counteraction,2
target,2
protesters,2
europeans,2
disguised,2
hijab,2
dare,2
punish,2
publicly,2
planning,2
eyes,2
individuals,2
protection,2
getting,2
sneaky,2
rate,2
mafia,2
sexualised,2
army,2
amok,2
name,2
identify,2
experience,2
fullness,2
however,2
miss,2
exploiting,2
absolutely,2
removal,2
tendency,2
upper,2
dignity,2
alone,2
youth,2
afrocentricity,2
affirmative,2
correctness,2
exclusively,2
buried,2
three,2
speech,2
redefine,2
immediately,2
rampage,2
divorce,2
guess,2
failure,2
exactly,2
corruption,2
arrested,2
relationships,2
letting,2
cities,2
pose,2
deny,2
apartment,2
nobel,2
subverting,2
arrogant,2
eat,2
loving,2
almost,2
single,2
driving,2
inciting,2
open,2
promoted,2
direct,2
insecure,2
behaved,2
failing,2
rigid,2
prescriptions,2
piece,2
satisfy,2
scum,2
submit,2
sexism,2
addicts,2
stifles,2
radicalised,2
threatened,2
romanians,2
starting,2
guy,2
drinking,2
cctv,2
patrols,2
bridges,2
hide,2
write,2
wwii,2
insists,2
shoah,2
car,2
service,2
standards,2
positions,2
inclination,2
romantic,2
carry,2
became,2
whenever,2
intrinsic,2
charlie,2
trained,2
mutilating,2
daughters,2
throats,2
defeat,2
members,2
rest,2
pursue,2
shithole,2
space,2
legalised,2
judge,2
fulfill,2
loved,2
talks,2
mainstream,2
reality,2
inhabited,2
easy,2
record,2
exposed,2
messages,2
experiences,2
reinforce,2
syrians,2
arriving,2
wars,2
richer,2
prove,2
troubled,2
currently,2
stolen,2
bloodline,2
advocates,2
virus,2
highly,2
sexually,2
transmitted,2
gonorrhea,2
syphilis,2
passed,2
contaminated,2
exhibitionists,2
hunt,2
blamed,2
supply,2
creates,2
rightful,2
soon,2
mongrelization,2
overthrow,2
detestable,2
divide,2
practice,2
justify,2
infiltrate,2
union,2
christianity,2
claiming,2
achieved,2
appearance,2
nigger,2
existing,2
figures,2
attending,2
secondary,2
select,2
account,2
convert,2
ignore,2
future,2
influx,2
upon,2
valid,2
refusing,2
collapse,2
restricted,2
wise,2
hence,2
defend,2
relegated,2
recruit,2
conversion,2
followers,2
weird,2
jihadist,2
inhuman,2
preys,2
weakest,2
vulnerable,2
market,2
definitely,2
fix,2
short,2
dress,2
immoral,2
sexist,2
breaks,2
taxes,2
persecution,2
sent,2
influenced,2
peacefully,2
materialistic,2
processes,2
chosen,2
happen,2
restrictions,2
attraction,2
welcoming,2
drunk,2
enmity,2
attempt,2
breeding,2
chaos,2
treating,2
diverse,2
mechanism,2
blasphemy,2
involved,2
jim,2
crow,2
housework,2
chooses,2
unworthy,2
intellectual,2
suggests,2
subsumed,2
expendable,2
commodities,2
endangering,2
drowning,2
lights,2
strategy,2
handle,2
fall,2
attitude,2
accuse,2
conflicts,2
visit,2
clothes,2
presence,2
exclude,2
bit,2
opportunity,2
pretend,2
beat,2
roles,2
grateful,2
discrimination,2
employ,2
companies,2
separate,2
mestizos,2
waiting,2
sports,2
managers,2
escaping,2
learned,2
science,2
basic,2
civilisation,2
degenerated,2
cure,2
beings,2
nazism,2
associated,2
ponzi,2
scheme,2
overcome,2
establishing,2
bombs,2
lost,2
downs,2
toilet,2
business,2
alien,2
welcomed,2
expel,2
clubs,2
slobs,2
superiority,2
feelings,2
beaten,2
oppress,2
cant,2
sacrificing,2
filled,2
demonises,2
degrading,2
utterly,2
repulsive,2
play,2
messed,2
judaism,2
punch,2
males,2
save,2
freely,2
tries,2
gives,2
knew,2
morality,2
confuse,2
inclusion,2
brainwashed,2
disencouraged,2
nasty,2
quality,2
longer,2
islamist,2
anita,2
hill,2
advancing,2
goal,2
nature,2
wages,2
close,2
purposely,2
married,2
therapy,2
suitable,2
homogeneous,2
autism,2
gas,2
preferences,2
mistaken,2
inacceptable,2
controlled,2
psycho,2
limiting,2
disability,2
wasting,2
watch,2
code,2
disappear,2
terrible,2
gullible,2
diseased,2
folk,2
hitler,2
dribbling,2
emotionally,1
bloodlines,1
regretting,1
heeded,1
womenfolk,1
heels,1
juice,1
knocks,1
mongrelized,1
stupefied,1
unanimously,1
counting,1
silent,1
consent,1
civilizations,1
overcrowd,1
detention,1
centers,1
illegals,1
overcrowding,1
regular,1
goods,1
england,1
unfair,1
joking,1
homes,1
available,1
perhaps,1
expense,1
veterans,1
following,1
structure,1
reverse,1
doctors,1
rocket,1
scientists,1
outside,1
firmly,1
brittany,1
physicians,1
researchers,1
convenient,1
colored,1
survive,1
policies,1
annouonced,1
announced,1
vids,1
reputation,1
saw,1
locals,1
againt,1
apples,1
oranges,1
rasta,1
donna,1
advance,1
said,1
couples,1
suck,1
reappears,1
rent,1
fine,1
via,1
spreding,1
indoctrinate,1
unprotected,1
test,1
testing,1
donors,1
self,1
aretrying,1
tends,1
democracies,1
predominately,1
focus,1
inequalities,1
professions,1
barred,1
require,1
industry,1
interact,1
determines,1
increase,1
degeneration,1
harms,1
refrain,1
imposing,1
personal,1
biases,1
depart,1
duties,1
unhappier,1
unquestioningly,1
heltier,1
forgot,1
warriors,1
christmas,1
islamized,1
submits,1
whim,1
exploitation,1
terrorize,1
concerned,1
proscribed,1
punishment,1
intercourse,1
sunann,1
abu,1
dawud,1
punished,1
violations,1
cockroaches,1
bloody,1
holy,1
thou,1
shalt,1
includes,1
though,1
clerics,1
agitating,1
foot,1
realist,1
rapes,1
non,1
fooled,1
powerless,1
capital,1
facts,1
designed,1
bread,1
catching,1
hiv,1
prison,1
defending,1
dressed,1
demolish,1
churches,1
belive,1
bound,1
deception,1
repatriate,1
safer,1
counteracted,1
communities,1
engaging,1
discussions,1
indeed,1
wakes,1
consigned,1
machete,1
gang,1
sounds,1
fed,1
critisizes,1
pussies,1
oriental,1
mr,1
soros,1
parasite,1
heading,1
direction,1
install,1
cup,1
flag,1
charade,1
carried,1
cheapskates,1
supremacists,1
focused,1
coexistence,1
hijacked,1
criminalize,1
normality,1
bond,1
temerity,1
happiness,1
regardless,1
icky,1
implemented,1
arrest,1
destroys,1
dolts,1
wives,1
girlfriends,1
disempowerment,1
approval,1
preserving,1
birthrates,1
inhabitants,1
depict,1
connected,1
homeland,1
organize,1
enact,1
rotten,1
assimilated,1
expect,1
marchers,1
marching,1
enthusiasm,1
warped,1
marginalizing,1
biologically,1
trade,1
breaking,1
goverment,1
occupation,1
acted,1
corporations,1
movie,1
studios,1
cable,1
abuser,1
condemned,1
defeated,1
increased,1
protects,1
slutty,1
dressing,1
rigours,1
husbands,1
absolute,1
adulterous,1
unfaithful,1
arsonist,1
obama,1
interracial,1
psychiatric,1
beasts,1
mexicans,1
obviously,1
filter,1
ran,1
continents,1
prize,1
radio,1
meddle,1
clique,1
wealthy,1
wield,1
tremendous,1
federal,1
demonstrated,1
succeeded,1
entertainment,1
associate,1
tend,1
shunned,1
dating,1
choosing,1
bombing,1
greatest,1
dictatorial,1
pushed,1
deleted,1
contaminating,1
bow,1
corner,1
colour,1
endorsed,1
deaths,1
marriages,1
sacrifice,1
unacceptable,1
bigotry,1
village,1
inspire,1
emigrated,1
till,1
parisite,1
conform,1
traditional,1
although,1
undertake,1
ultimately,1
independent,1
laureates,1
dominating,1
assaults,1
constant,1
lapdogs,1
meat,1
intended,1
followed,1
ex,1
needed,1
harlot,1
easier,1
aspiration,1
slowly,1
dying,1
progressive,1
imagination,1
creatures,1
exploited,1
terrorized,1
corruptedt,1
speaking,1
writing,1
popping,1
yelling,1
gypsy,1
pot,1
smoking,1
faggot,1
china,1
disposal,1
aiming,1
sea,1
openness,1
becuase,1
caucasus,1
former,1
soviet,1
retards,1
curse,1
fewer,1
idiots,1
finally,1
precious,1
dreams,1
died,1
insist,1
caged,1
iron,1
academia,1
promoter,1
apologetic,1
acknowledge,1
memory,1
hurting,1
next,1
happening,1
inside,1
cia,1
played,1
unnecessarily,1
hindu,1
cave,1
bar,1
bisexuality,1
heterosexuality,1
friends,1
careful,1
colonial,1
exact,1
opposite,1
shocking,1
conquered,1
last,1
campaign,1
outdated,1
ignorants,1
progressivism,1
concocted,1
craziness,1
unstability,1
room,1
explode,1
institute,1
moses,1
third,1
extinct,1
regard,1
shariah,1
stereotyped,1
ratio,1
beginning,1
largely,1
mohammed,1
resurrected,1
agreement,1
admitted,1
interview,1
sunday,1
drive,1
accidents,1
tomboyish,1
technical,1
judging,1
narrow,1
minded,1
driven,1
enforce,1
femnists,1
bother,1
court,1
chief,1
fatou,1
provoke,1
regret,1
exception,1
dealing,1
masculine,1
voices,1
threatens,1
housekeepers,1
evolved,1
predators,1
profit,1
capitalism,1
failed,1
decency,1
protesting,1
pain,1
suffers,1
yet,1
negro,1
syriah,1
saving,1
attempts,1
triggers,1
massive,1
merciless,1
assassins,1
nescient,1
status,1
laziness,1
stronger,1
talented,1
snooping,1
arrive,1
overpoulation,1
french,1
undermines,1
decimates,1
squanders,1
dream,1
caring,1
commands,1
descent,1
disservice,1
jihadists,1
gave,1
gthey,1
dictatorship,1
advocate,1
sometimes,1
preferential,1
damaging,1
date,1
deviancy,1
range,1
sadism,1
masochism,1
befriended,1
shoud,1
approves,1
owners,1
natives,1
recruiting,1
enjoy,1
warm,1
ensures,1
rejecting,1
block,1
impacts,1
enabler,1
benefit,1
laughing,1
stock,1
duty,1
suffer,1
stifle,1
rocks,1
outsider,1
vindictive,1
disrupting,1
balance,1
poisonous,1
several,1
sickening,1
pigs,1
abandoned,1
divided,1
suprematist,1
roma,1
intervention,1
capacity,1
achieving,1
goals,1
naive,1
cunts,1
throwing,1
tantrum,1
authority,1
levels,1
interest,1
assistance,1
assaulting,1
punching,1
slant,1
denote,1
racists,1
version,1
benevolent,1
favored,1
manners,1
military,1
increases,1
rates,1
ellen,1
degeneres,1
thegender,1
denying,1
equates,1
advice,1
private,1
kink,1
perform,1
discover,1
baby,1
proper,1
including,1
effort,1
contain,1
protecting,1
reasons,1
handful,1
qualified,1
houses,1
envy,1
richness,1
resulted,1
emergencies,1
fanaticism,1
loss,1
sovereignty,1
guarantee,1
chance,1
ballot,1
convention,1
mongrels,1
isis,1
boko,1
dustbin,1
germinating,1
soldiers,1
enlist,1
incite,1
whorships,1
german,1
peoples,1
backwardness,1
attackers,1
reformed,1
uneducated,1
wast,1
killer,1
murders,1
whip,1
suburbs,1
incident,1
addiction,1
unstable,1
talents,1
charge,1
revenge,1
reasoning,1
exalted,1
bossy,1
provoking,1
legitimate,1
citizen,1
residence,1
permit,1
contributor,1
steals,1
costs,1
internment,1
tribal,1
crying,1
indians,1
despised,1
chose,1
remembered,1
alleged,1
genocides,1
legislative,1
despisable,1
survived,1
remedy,1
hooked,1
supports,1
intention,1
heterosexuals,1
die,1
marrying,1
segrated,1
excised,1
deserves,1
offense,1
stole,1
catastrophic,1
effect,1
selective,1
emigrate,1
brothers,1
lawless,1
destabilization,1
institution,1
linked,1
fulfilling,1
fundamental,1
obligations,1
banish,1
aim,1
tribalism,1
belief,1
terroristic,1
travelled,1
pillaged,1
murdered,1
countless,1
incopatible,1
condemnation,1
lard,1
somewhat,1
perpetuated,1
activities,1
dancing,1
reject,1
wiped,1
hit,1
controls,1
legitimacy,1
aimed,1
lame,1
aout,1
subjugation,1
prostitutes,1
distraction,1
aborigine,1
mixed,1
coulple,1
whose,1
destiny,1
aborigines,1
documents,1
chinese,1
pretending,1
nuts,1
flipped,1
head,1
oppressor,1
earth,1
princesses,1
walking,1
annoying,1
eliminated,1
hungry,1
unscrupulous,1
kidding,1
rich,1
keeps,1
puts,1
profiteers,1
billionaires,1
bombarded,1
fake,1
stories,1
mixing,1
gone,1
mere,1
legalized,1
awful,1
tenets,1
applied,1
binds,1
underlying,1
aggression,1
killers,1
pubs,1
fire,1
feels,1
extreme,1
spewing,1
ignorance,1
bomb,1
bridge,1
accomplices,1
imbeciles,1
thank,1
scared,1
atm,1
avoid,1
happily,1
stands,1
deology,1
praising,1
murderer,1
lecture,1
answer,1
deeds,1
solely,1
statistics,1
percentages,1
founders,1
cunt,1
justifications,1
object,1
trash,1
deadly,1
requires,1
liked,1
occupy,1
capabable,1
body,1
shared,1
bitch,1
ethnicity,1
rabble,1
integrating,1
vanquish,1
patriots,1
policy,1
turning,1
march,1
israel,1
salesmen,1
store,1
revise,1
fled,1
governments,1
mutually,1
sheep,1
robber,1
tens,1
alleviate,1
notion,1
radicalisation,1
representatives,1
lords,1
fascist,1
extremism,1
veil,1
granddaughter,1
ilnesses,1
height,1
examplesin,1
fiction,1
misogynistic,1
waging,1
publicily,1
uncomfortable,1
fun,1
mock,1
spot,1
thate,1
allahu,1
harassers,1
provocative,1
exercise,1
arab,1
injustice,1
perverted,1
reclassified,1
locked,1
abuses,1
despicable,1
purge,1
cosmopolitan,1
leaving,1
indifferent,1
forever,1
concept,1
heads,1
sensitive,1
platform,1
promotion,1
represent,1
den,1
chronic,1
queue,1
current,1
beneath,1
innatural,1
intelligence,1
disturbing,1
scientific,1
likened,1
seduce,1
integrated,1
mistakes,1
busy,1
wanton,1
wherever,1
malign,1
